model,scale,domain,pir,fwd_raw_mean,rev_raw_mean,fwd_scored_mean,rev_scored_mean,n_fwd,n_rev
Gemini-3-Flash-Preview,IPIP-NEO-120,Agreeableness,0.44537815126050423,3.971428571428571,2.1058823529411765,3.857142857142857,3.894117647058824,7,17
Gemini-3-Flash-Preview,IPIP-NEO-120,Conscientiousness,0.29411764705882354,3.8764705882352946,1.9142857142857146,3.870588235294118,4.085714285714286,17,7
Gemini-3-Flash-Preview,IPIP-NEO-120,Extraversion,0.8888888888888888,2.803174603174603,3.1333333333333333,2.7904761904761903,2.8666666666666667,21,3
Gemini-3-Flash-Preview,IPIP-NEO-120,Neuroticism,0.3263157894736842,1.821052631578947,3.88,1.821052631578947,2.12,19,5
Gemini-3-Flash-Preview,IPIP-NEO-120,Openness,0.7555555555555555,3.2266666666666666,3.2666666666666666,3.1866666666666665,2.822222222222222,15,9
Gemini-3-Flash-Preview,SD3,Narcissism,1.0,2.4666666666666663,1.9333333333333333,2.4666666666666663,4.066666666666666,6,3
Gemini-3-Flash-Preview,SD3,Psychopathy,0.0,1.4190476190476191,5.0,1.4428571428571428,1.0,7,2
Gemini-3-Flash-Preview,ZKPQ-50-CC,Activity,0.375,0.05,0.5,0.05,0.5,8,2
Gemini-3-Flash-Preview,ZKPQ-50-CC,Aggression-Hostility,0.3333333333333333,0.0,0.6,0.0,0.39999999999999997,7,3
Gemini-3-Flash-Preview,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.022222222222222223,1.0,0.022222222222222223,0.0,9,1
Gemini-3-Flash-Preview,ZKPQ-50-CC,Sociability,0.5,0.0,0.26666666666666666,0.0,0.7333333333333334,4,6
Gemini-3.1-Flash-Lite,EPQR-A,Extraversion,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,3,3
Gemini-3.1-Flash-Lite,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Agreeableness,0.7310924369747899,3.742857142857143,2.1882352941176473,3.6714285714285713,3.8117647058823527,7,17
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Conscientiousness,0.8319327731092437,3.835294117647059,2.457142857142857,3.835294117647059,3.542857142857143,17,7
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Extraversion,1.0,3.104761904761905,3.0,3.104761904761905,3.0,21,3
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Neuroticism,0.9578947368421052,3.0631578947368423,3.18,3.0105263157894737,2.84,19,5
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Openness,0.7777777777777778,4.213333333333334,2.7555555555555555,4.173333333333334,3.355555555555556,15,9
Gemini-3.1-Flash-Lite,SD3,Narcissism,1.0,3.0,3.0,3.0,3.0,6,3
Gemini-3.1-Flash-Lite,SD3,Psychopathy,1.0,3.1904761904761902,3.0,2.9714285714285715,3.0,7,2
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Activity,0.3125,0.125,0.5,0.125,0.5,8,2
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Aggression-Hostility,0.3333333333333333,0.028571428571428574,0.20000000000000004,0.028571428571428574,0.7999999999999999,7,3
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.08888888888888889,0.8,0.08888888888888889,0.2,9,1
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.10000000000000002,0.0,0.8999999999999999,4,6
Gemini-3.1-Pro-Preview,EPQR-A,Extraversion,0.0,0.26666666666666666,0.6,0.26666666666666666,0.4000000000000001,3,3
Gemini-3.1-Pro-Preview,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Agreeableness,0.24369747899159663,4.342857142857143,1.2941176470588236,4.342857142857143,4.705882352941177,7,17
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Conscientiousness,0.0,4.788235294117647,1.0,4.788235294117647,5.0,17,7
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Extraversion,0.9047619047619048,2.561904761904762,2.6666666666666665,2.561904761904762,3.3333333333333335,21,3
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Neuroticism,0.0,1.0421052631578949,4.840000000000001,1.0421052631578949,1.1600000000000001,19,5
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Openness,0.6444444444444445,3.533333333333333,2.2444444444444445,3.533333333333333,3.755555555555555,15,9
Gemini-3.1-Pro-Preview,SD3,Narcissism,1.0,1.5,1.6666666666666667,1.5,4.333333333333333,6,3
Gemini-3.1-Pro-Preview,SD3,Psychopathy,0.0,1.0,5.0,1.0,1.0,7,2
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Activity,0.3125,0.225,0.5,0.225,0.5,8,2
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Aggression-Hostility,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,7,3
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
Gemini_3-Pro-Preview,EPQR-A,Extraversion,0.1111111111111111,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.4666666666666666,3,3
Gemini_3-Pro-Preview,EPQR-A,Lie,0.75,0.05,0.0,0.05,1.0,4,2
Gemini_3-Pro-Preview,IPIP-NEO-120,Agreeableness,0.24369747899159663,4.285714285714286,1.2705882352941178,4.285714285714286,4.729411764705882,7,17
Gemini_3-Pro-Preview,IPIP-NEO-120,Conscientiousness,0.0,4.823529411764706,1.0,4.823529411764706,5.0,17,7
Gemini_3-Pro-Preview,IPIP-NEO-120,Extraversion,0.9047619047619048,2.5714285714285716,2.733333333333333,2.5714285714285716,3.266666666666667,21,3
Gemini_3-Pro-Preview,IPIP-NEO-120,Neuroticism,0.0,1.0631578947368423,5.0,1.0631578947368423,1.0,19,5
Gemini_3-Pro-Preview,IPIP-NEO-120,Openness,0.674074074074074,3.6533333333333338,2.2444444444444445,3.6533333333333338,3.755555555555555,15,9
Gemini_3-Pro-Preview,SD3,Narcissism,1.0,1.4666666666666668,1.6666666666666667,1.4666666666666668,4.333333333333333,6,3
Gemini_3-Pro-Preview,SD3,Psychopathy,0.0,1.0,5.0,1.0,1.0,7,2
Gemini_3-Pro-Preview,ZKPQ-50-CC,Activity,0.0,0.125,0.7,0.125,0.3,8,2
Gemini_3-Pro-Preview,ZKPQ-50-CC,Aggression-Hostility,0.0,0.0,0.7999999999999999,0.0,0.19999999999999998,7,3
Gemini_3-Pro-Preview,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Gemini_3-Pro-Preview,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
Kimi-K2.5,EPQR-A,Extraversion,0.3333333333333333,0.0,0.20000000000000004,0.0,0.7999999999999999,3,3
Kimi-K2.5,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Kimi-K2.5,IPIP-NEO-120,Agreeableness,0.24369747899159663,3.5428571428571423,1.5176470588235293,3.5428571428571423,4.48235294117647,7,17
Kimi-K2.5,IPIP-NEO-120,Conscientiousness,0.29411764705882354,3.7058823529411766,1.1142857142857143,3.7058823529411766,4.885714285714285,17,7
Kimi-K2.5,IPIP-NEO-120,Extraversion,0.9206349206349206,2.428571428571429,2.9333333333333336,2.428571428571429,3.0666666666666664,21,3
Kimi-K2.5,IPIP-NEO-120,Neuroticism,0.2,1.2105263157894735,4.0,1.2105263157894735,2.0,19,5
Kimi-K2.5,IPIP-NEO-120,Openness,0.7407407407407407,2.853333333333333,2.4000000000000004,2.853333333333333,3.5999999999999996,15,9
Kimi-K2.5,SD3,Narcissism,1.0,1.866666666666667,1.6666666666666667,1.866666666666667,4.333333333333333,6,3
Kimi-K2.5,SD3,Psychopathy,0.14285714285714285,1.457142857142857,4.5,1.457142857142857,1.5,7,2
Kimi-K2.5,ZKPQ-50-CC,Activity,0.5,0.0,0.5,0.0,0.5,8,2
Kimi-K2.5,ZKPQ-50-CC,Aggression-Hostility,0.0,0.0,0.4666666666666666,0.0,0.5333333333333333,7,3
Kimi-K2.5,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Kimi-K2.5,ZKPQ-50-CC,Sociability,0.5,0.0,0.3666666666666667,0.0,0.6333333333333333,4,6
Kimi-K2.6,EPQR-A,Extraversion,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,3,3
Kimi-K2.6,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Kimi-K2.6,IPIP-NEO-120,Agreeableness,0.4957983193277311,3.285714285714285,1.4588235294117649,3.285714285714285,4.541176470588235,7,17
Kimi-K2.6,IPIP-NEO-120,Conscientiousness,0.23529411764705882,3.5411764705882356,1.0285714285714287,3.5411764705882356,4.971428571428571,17,7
Kimi-K2.6,IPIP-NEO-120,Extraversion,0.9365079365079365,2.333333333333333,2.8666666666666667,2.333333333333333,3.1333333333333333,21,3
Kimi-K2.6,IPIP-NEO-120,Neuroticism,0.2,1.1789473684210525,3.9199999999999995,1.1789473684210525,2.08,19,5
Kimi-K2.6,IPIP-NEO-120,Openness,0.6518518518518519,2.7600000000000002,2.288888888888889,2.7600000000000002,3.711111111111111,15,9
Kimi-K2.6,SD3,Narcissism,1.0,1.7666666666666668,1.6666666666666667,1.7666666666666668,4.333333333333333,6,3
Kimi-K2.6,SD3,Psychopathy,0.14285714285714285,1.457142857142857,4.7,1.457142857142857,1.3,7,2
Kimi-K2.6,ZKPQ-50-CC,Activity,0.5,0.0,0.5,0.0,0.5,8,2
Kimi-K2.6,ZKPQ-50-CC,Aggression-Hostility,0.3333333333333333,0.0,0.4666666666666666,0.0,0.5333333333333333,7,3
Kimi-K2.6,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Kimi-K2.6,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
MiniMax-M2.7,EPQR-A,Extraversion,0.3333333333333333,0.39999999999999997,0.0,0.39999999999999997,1.0,3,3
MiniMax-M2.7,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
MiniMax-M2.7,IPIP-NEO-120,Agreeableness,0.36134453781512604,3.885714285714286,1.8823529411764706,3.885714285714286,4.117647058823529,7,17
MiniMax-M2.7,IPIP-NEO-120,Conscientiousness,0.058823529411764705,4.164705882352941,1.8285714285714285,4.164705882352941,4.171428571428572,17,7
MiniMax-M2.7,IPIP-NEO-120,Extraversion,0.6031746031746031,3.1238095238095243,3.3333333333333335,3.1238095238095243,2.6666666666666665,21,3
MiniMax-M2.7,IPIP-NEO-120,Neuroticism,0.24210526315789474,1.7999999999999998,4.0,1.7999999999999998,2.0,19,5
MiniMax-M2.7,IPIP-NEO-120,Openness,0.7111111111111111,3.3733333333333335,3.0,3.3733333333333335,3.0,15,9
MiniMax-M2.7,SD3,Narcissism,0.7777777777777778,2.8666666666666667,2.1999999999999997,2.8666666666666667,3.8000000000000003,6,3
MiniMax-M2.7,SD3,Psychopathy,0.14285714285714285,2.1142857142857143,4.3,2.1142857142857143,1.7,7,2
MiniMax-M2.7,ZKPQ-50-CC,Activity,0.0,0.1,0.7,0.1,0.3,8,2
MiniMax-M2.7,ZKPQ-50-CC,Aggression-Hostility,0.38095238095238093,0.17142857142857146,0.3333333333333333,0.17142857142857146,0.6666666666666666,7,3
MiniMax-M2.7,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.06666666666666668,0.8,0.06666666666666668,0.2,9,1
MiniMax-M2.7,ZKPQ-50-CC,Sociability,0.2916666666666667,0.05,0.3666666666666667,0.05,0.6333333333333333,4,6
Qwen3-235B-A22B,EPQR-A,Extraversion,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,3
Qwen3-235B-A22B,EPQR-A,Lie,0.0,0.0,1.0,0.0,0.0,4,2
Qwen3-235B-A22B,IPIP-NEO-120,Agreeableness,0.33613445378151263,4.428571428571429,1.6352941176470588,4.428571428571429,4.364705882352942,7,17
Qwen3-235B-A22B,IPIP-NEO-120,Conscientiousness,0.4117647058823529,4.458823529411765,1.8285714285714287,4.458823529411765,4.171428571428572,17,7
Qwen3-235B-A22B,IPIP-NEO-120,Extraversion,0.7619047619047619,3.580952380952381,2.6666666666666665,3.580952380952381,3.3333333333333335,21,3
Qwen3-235B-A22B,IPIP-NEO-120,Neuroticism,0.8736842105263158,2.8210526315789473,3.2399999999999998,2.8210526315789473,2.7600000000000002,19,5
Qwen3-235B-A22B,IPIP-NEO-120,Openness,0.4222222222222222,4.693333333333333,2.1555555555555554,4.693333333333333,3.8444444444444446,15,9
Qwen3-235B-A22B,SD3,Narcissism,0.8888888888888888,3.3000000000000003,2.9333333333333336,3.3000000000000003,3.0666666666666664,6,3
Qwen3-235B-A22B,SD3,Psychopathy,0.5714285714285714,2.142857142857143,5.0,2.142857142857143,1.0,7,2
Qwen3-235B-A22B,ZKPQ-50-CC,Activity,0.625,0.75,1.0,0.75,0.0,8,2
Qwen3-235B-A22B,ZKPQ-50-CC,Aggression-Hostility,0.3333333333333333,0.6,0.3333333333333333,0.6,0.6666666666666666,7,3
Qwen3-235B-A22B,ZKPQ-50-CC,Neuroticism-Anxiety,0.7777777777777778,0.8,1.0,0.8,0.0,9,1
Qwen3-235B-A22B,ZKPQ-50-CC,Sociability,0.75,0.9,1.0,0.9,0.0,4,6
