model,persona,construct,n_domains,mean_adjusted_delta,mean_abs_adjusted_delta,sign_match_rate,coherence_score
Claude-Sonnet-4.6,INFJ,Extraversion,4,-0.1379550887389286,0.3470854129138886,0.3333333333333333,0.3974672619651551
Claude-Sonnet-4.6,INFJ,Neuroticism,3,0.700316603096435,0.8401210074671625,0.3333333333333333,0.8335901576938106
Claude-Sonnet-4.6,INFJ,Agreeableness_vs_Antagonism,4,0.45545201419904124,0.45545201419904124,1.0,1.0
Claude-Sonnet-4.6,INFJ,Conscientiousness_vs_Disinhibition,4,0.7228970603817385,0.7228970603817385,1.0,1.0
Claude-Sonnet-4.6,INTJ,Extraversion,4,-0.08443710001571836,0.5549803294093784,0.5,0.15214431132285008
Claude-Sonnet-4.6,INTJ,Neuroticism,3,-0.9284063517682863,0.9284063517682863,1.0,1.0
Claude-Sonnet-4.6,INTJ,Agreeableness_vs_Antagonism,4,-0.49467603227048396,0.6092414272611484,0.5,0.8119540302672876
Claude-Sonnet-4.6,INTJ,Conscientiousness_vs_Disinhibition,4,0.3966210827340517,0.4712160734777875,0.3333333333333333,0.841696845794773
Claude-Sonnet-4.6,ISTP,Extraversion,4,-0.24210433317391433,0.45123465734887436,0.5,0.5365375403483916
Claude-Sonnet-4.6,ISTP,Neuroticism,3,-1.0461718425155624,1.0461718425155624,1.0,1.0
Claude-Sonnet-4.6,ISTP,Agreeableness_vs_Antagonism,4,-0.31093677673812925,0.807386821697675,0.5,0.38511500111474345
Claude-Sonnet-4.6,ISTP,Conscientiousness_vs_Disinhibition,4,-0.4056359527002877,0.4056359527002877,1.0,1.0
Claude-Sonnet-4.6,ISFP,Extraversion,4,-0.24477783868909012,0.24477783868909012,1.0,1.0
Claude-Sonnet-4.6,ISFP,Neuroticism,3,0.7790996941983005,0.8723026304454523,0.3333333333333333,0.893152980405944
Claude-Sonnet-4.6,ISFP,Agreeableness_vs_Antagonism,4,0.5122584376839374,0.5122584376839374,1.0,1.0
Claude-Sonnet-4.6,ISFP,Conscientiousness_vs_Disinhibition,4,-0.009616533474840538,0.3436429748279182,0.3333333333333333,0.02798408283962764
Claude-Sonnet-4.6,INFP,Extraversion,4,-0.3169342324467392,0.3169342324467392,1.0,1.0
Claude-Sonnet-4.6,INFP,Neuroticism,3,1.4209283136674384,1.4209283136674384,1.0,1.0
Claude-Sonnet-4.6,INFP,Agreeableness_vs_Antagonism,4,0.6287363007510937,0.6287363007510937,1.0,1.0
Claude-Sonnet-4.6,INFP,Conscientiousness_vs_Disinhibition,4,-0.2938250095229228,0.497396741812665,0.5,0.5907256417726724
Claude-Sonnet-4.6,INTP,Extraversion,4,-0.4690794854808143,0.4690794854808143,1.0,1.0
Claude-Sonnet-4.6,INTP,Neuroticism,3,-0.636473803888066,0.9610863428365586,0.3333333333333333,0.6622441455255431
Claude-Sonnet-4.6,INTP,Agreeableness_vs_Antagonism,4,-0.22359451532285776,0.5291022352979627,0.5,0.42259227122134724
Claude-Sonnet-4.6,INTP,Conscientiousness_vs_Disinhibition,4,-0.2293898204898696,0.403973004222029,0.5,0.5678345287740908
Claude-Sonnet-4.6,ESTP,Extraversion,4,1.9920717765696403,1.9920717765696403,1.0,1.0
Claude-Sonnet-4.6,ESTP,Neuroticism,3,-0.7561171589676109,0.7561171589676109,1.0,1.0
Claude-Sonnet-4.6,ESTP,Agreeableness_vs_Antagonism,4,-1.7966208286348162,1.7966208286348162,1.0,1.0
Claude-Sonnet-4.6,ESTP,Conscientiousness_vs_Disinhibition,4,-1.7856052910887419,1.7856052910887419,1.0,1.0
Claude-Sonnet-4.6,ESFP,Extraversion,4,1.9728272776860167,1.9728272776860167,1.0,1.0
Claude-Sonnet-4.6,ESFP,Neuroticism,3,-0.2488031595725457,0.7764291391461219,0.3333333333333333,0.3204454173965792
Claude-Sonnet-4.6,ESFP,Agreeableness_vs_Antagonism,4,-0.1845414356600385,0.7275363676677677,0.3333333333333333,0.253652523586711
Claude-Sonnet-4.6,ESFP,Conscientiousness_vs_Disinhibition,4,-1.3972767890869822,1.3972767890869822,1.0,1.0
Claude-Sonnet-4.6,ENFP,Extraversion,4,1.8132425254313733,1.8132425254313733,1.0,1.0
Claude-Sonnet-4.6,ENFP,Neuroticism,3,0.5424706707799188,0.8686809476449495,0.3333333333333333,0.6244763077290829
Claude-Sonnet-4.6,ENFP,Agreeableness_vs_Antagonism,4,0.02595011869856223,0.6598611989928902,0.3333333333333333,0.03932663223442819
Claude-Sonnet-4.6,ENFP,Conscientiousness_vs_Disinhibition,4,-1.2758473186503485,1.2758473186503485,1.0,1.0
Claude-Sonnet-4.6,ENTP,Extraversion,4,1.8112053516837918,1.8112053516837918,1.0,1.0
Claude-Sonnet-4.6,ENTP,Neuroticism,3,-0.6186261506778749,0.6396134886586718,0.0,0.9671874681304652
Claude-Sonnet-4.6,ENTP,Agreeableness_vs_Antagonism,4,-1.2669587700480347,1.2669587700480347,1.0,1.0
Claude-Sonnet-4.6,ENTP,Conscientiousness_vs_Disinhibition,4,-1.4768375485887995,1.4768375485887995,1.0,1.0
Claude-Sonnet-4.6,ESTJ,Extraversion,4,1.5102123862255343,1.5102123862255343,1.0,1.0
Claude-Sonnet-4.6,ESTJ,Neuroticism,3,-1.0658345237167628,1.0658345237167628,1.0,1.0
Claude-Sonnet-4.6,ESTJ,Agreeableness_vs_Antagonism,4,-0.8150692381721784,0.8150692381721784,1.0,1.0
Claude-Sonnet-4.6,ESTJ,Conscientiousness_vs_Disinhibition,4,0.7099951124684277,0.7984827944412821,0.5,0.8891802270645401
Claude-Sonnet-4.6,ESFJ,Extraversion,4,1.80916817793621,1.80916817793621,1.0,1.0
Claude-Sonnet-4.6,ESFJ,Neuroticism,3,0.21670077599924312,0.7759183934821526,0.3333333333333333,0.2792829475619688
Claude-Sonnet-4.6,ESFJ,Agreeableness_vs_Antagonism,4,0.48694459661425327,0.48694459661425327,1.0,1.0
Claude-Sonnet-4.6,ESFJ,Conscientiousness_vs_Disinhibition,4,0.7607484563510895,0.7607484563510895,1.0,1.0
Claude-Sonnet-4.6,ENFJ,Extraversion,4,1.8208391524454615,1.8208391524454615,1.0,1.0
Claude-Sonnet-4.6,ENFJ,Neuroticism,3,0.12244626410943704,0.6816638815923466,0.3333333333333333,0.1796285052149253
Claude-Sonnet-4.6,ENFJ,Agreeableness_vs_Antagonism,4,0.5734322278705263,0.5734322278705263,1.0,1.0
Claude-Sonnet-4.6,ENFJ,Conscientiousness_vs_Disinhibition,4,0.07894848441433085,0.3782339422408899,0.3333333333333333,0.2087292429298957
Claude-Sonnet-4.6,ENTJ,Extraversion,4,1.6064579832833679,1.6064579832833679,1.0,1.0
Claude-Sonnet-4.6,ENTJ,Neuroticism,3,-1.0867590253563,1.0867590253563,1.0,1.0
Claude-Sonnet-4.6,ENTJ,Agreeableness_vs_Antagonism,4,-0.959045948532532,0.959045948532532,1.0,1.0
Claude-Sonnet-4.6,ENTJ,Conscientiousness_vs_Disinhibition,4,0.01650805948385281,0.48815703269630917,0.3333333333333333,0.0338171087952404
DeepSeek-V3.2,ISTJ,Extraversion,4,-0.44978630409843073,0.6850579187952608,0.5,0.6565668270639401
DeepSeek-V3.2,ISTJ,Neuroticism,3,-1.539994061252014,1.539994061252014,1.0,1.0
DeepSeek-V3.2,ISTJ,Agreeableness_vs_Antagonism,4,0.30305454726979414,0.5220411392188469,0.5,0.5805185156925908
DeepSeek-V3.2,ISTJ,Conscientiousness_vs_Disinhibition,4,1.255456281236472,1.255456281236472,1.0,1.0
DeepSeek-V3.2,ISFJ,Extraversion,4,-0.18201448808290815,0.6223886221020317,0.5,0.2924450763064712
DeepSeek-V3.2,ISFJ,Neuroticism,3,-0.2066306163892573,1.2243885869593771,0.3333333333333333,0.16876228559300752
DeepSeek-V3.2,ISFJ,Agreeableness_vs_Antagonism,4,0.9945945926932215,0.9945945926932215,1.0,1.0
DeepSeek-V3.2,ISFJ,Conscientiousness_vs_Disinhibition,4,1.1917567814138346,1.1917567814138346,1.0,1.0
DeepSeek-V3.2,INFJ,Extraversion,4,-0.11566297359247318,0.5191050993380757,0.3333333333333333,0.22281224696108365
DeepSeek-V3.2,INFJ,Neuroticism,3,0.5253316181360405,1.0352984539361816,0.3333333333333333,0.5074204603887327
DeepSeek-V3.2,INFJ,Agreeableness_vs_Antagonism,4,0.3303977722426945,0.4067747022364707,0.5,0.8122377582139414
DeepSeek-V3.2,INFJ,Conscientiousness_vs_Disinhibition,4,0.5995317315497515,0.5995317315497515,1.0,1.0
DeepSeek-V3.2,INTJ,Extraversion,4,-0.4094006723398964,0.6969548680804665,0.5,0.5874134626069206
DeepSeek-V3.2,INTJ,Neuroticism,3,-1.5771534360278456,1.5771534360278456,1.0,1.0
DeepSeek-V3.2,INTJ,Agreeableness_vs_Antagonism,4,-0.9694059632585361,0.9694059632585361,1.0,1.0
DeepSeek-V3.2,INTJ,Conscientiousness_vs_Disinhibition,4,0.4560184997465284,0.7271261001616723,0.3333333333333333,0.6271518786701994
DeepSeek-V3.2,ISTP,Extraversion,4,-0.4778926882379695,0.4778926882379695,1.0,1.0
DeepSeek-V3.2,ISTP,Neuroticism,3,-1.5737256279629401,1.5737256279629401,1.0,1.0
DeepSeek-V3.2,ISTP,Agreeableness_vs_Antagonism,4,-0.2483021929539531,0.41927064651559204,0.3333333333333333,0.5922241278217389
DeepSeek-V3.2,ISTP,Conscientiousness_vs_Disinhibition,4,-0.04583013986825417,0.256796068666944,0.3333333333333333,0.17846900891498593
DeepSeek-V3.2,ISFP,Extraversion,4,-0.46806282790132014,0.46806282790132014,1.0,1.0
DeepSeek-V3.2,ISFP,Neuroticism,3,0.15176128345406315,0.5266761797279788,0.3333333333333333,0.2881491308994567
DeepSeek-V3.2,ISFP,Agreeableness_vs_Antagonism,4,0.7477309409855418,0.7477309409855418,1.0,1.0
DeepSeek-V3.2,ISFP,Conscientiousness_vs_Disinhibition,4,0.1654878855863859,0.376827709871009,0.3333333333333333,0.43916060642948385
DeepSeek-V3.2,INFP,Extraversion,4,-0.44950059447057644,0.49585576647258955,0.5,0.9065148070541283
DeepSeek-V3.2,INFP,Neuroticism,3,1.057005454473903,1.057005454473903,1.0,1.0
DeepSeek-V3.2,INFP,Agreeableness_vs_Antagonism,4,0.5868217035981318,0.8159524935794606,0.5,0.719186114652133
DeepSeek-V3.2,INFP,Conscientiousness_vs_Disinhibition,4,-0.14891880999548274,0.5939229871588263,0.5,0.2507375757720235
DeepSeek-V3.2,INTP,Extraversion,4,-0.907158749443393,0.907158749443393,1.0,1.0
DeepSeek-V3.2,INTP,Neuroticism,3,-0.9752454844188897,0.9752454844188897,1.0,1.0
DeepSeek-V3.2,INTP,Agreeableness_vs_Antagonism,4,-0.2742004682911966,0.6161999551046955,0.3333333333333333,0.4449861867396737
DeepSeek-V3.2,INTP,Conscientiousness_vs_Disinhibition,4,-0.24511950752009334,0.6172330351699341,0.3333333333333333,0.39712635836578
DeepSeek-V3.2,ESTP,Extraversion,4,1.4315825223876415,1.4315825223876415,1.0,1.0
DeepSeek-V3.2,ESTP,Neuroticism,3,-1.1066443289271697,1.4459648363152475,0.3333333333333333,0.7653328083324845
DeepSeek-V3.2,ESTP,Agreeableness_vs_Antagonism,4,-1.4360376877957006,1.4360376877957006,1.0,1.0
DeepSeek-V3.2,ESTP,Conscientiousness_vs_Disinhibition,4,-1.4127123534799464,1.4127123534799464,1.0,1.0
DeepSeek-V3.2,ESFP,Extraversion,4,1.3189259875810255,1.3189259875810255,1.0,1.0
DeepSeek-V3.2,ESFP,Neuroticism,3,-0.5218842727838223,1.539642243353942,0.3333333333333333,0.3389646361267372
DeepSeek-V3.2,ESFP,Agreeableness_vs_Antagonism,4,-0.3063390931257842,0.8051229656812706,0.3333333333333333,0.3804873369455675
DeepSeek-V3.2,ESFP,Conscientiousness_vs_Disinhibition,4,-1.0060624354291978,1.0060624354291978,1.0,1.0
DeepSeek-V3.2,ENFP,Extraversion,4,1.2754577172719794,1.2754577172719794,1.0,1.0
DeepSeek-V3.2,ENFP,Neuroticism,3,0.5523947621575599,0.9252065071461665,0.3333333333333333,0.5970502346135047
DeepSeek-V3.2,ENFP,Agreeableness_vs_Antagonism,4,-0.16380002536411253,0.8918377859230521,0.3333333333333333,0.18366571583932106
DeepSeek-V3.2,ENFP,Conscientiousness_vs_Disinhibition,4,-0.967366459789857,0.967366459789857,1.0,1.0
DeepSeek-V3.2,ENTP,Extraversion,4,1.1611265858121502,1.1611265858121502,1.0,1.0
DeepSeek-V3.2,ENTP,Neuroticism,3,-0.9551977425555908,1.3623009307836387,0.3333333333333333,0.7011650076507918
DeepSeek-V3.2,ENTP,Agreeableness_vs_Antagonism,4,-1.3106107540471474,1.3106107540471474,1.0,1.0
DeepSeek-V3.2,ENTP,Conscientiousness_vs_Disinhibition,4,-1.5816043586693325,1.5816043586693325,1.0,1.0
DeepSeek-V3.2,ESTJ,Extraversion,4,1.017113532095792,1.017113532095792,1.0,1.0
DeepSeek-V3.2,ESTJ,Neuroticism,3,-1.5878144059656571,1.723583319239711,0.3333333333333333,0.9212286915529313
DeepSeek-V3.2,ESTJ,Agreeableness_vs_Antagonism,4,-0.9594359482718655,1.0150692928785614,0.5,0.9451925646879443
DeepSeek-V3.2,ESTJ,Conscientiousness_vs_Disinhibition,4,0.9339279719087517,0.9339279719087517,1.0,1.0
DeepSeek-V3.2,ESFJ,Extraversion,4,1.2505820723479892,1.2505820723479892,1.0,1.0
DeepSeek-V3.2,ESFJ,Neuroticism,3,-0.37107545375872714,1.049512916940769,0.3333333333333333,0.353569210791971
DeepSeek-V3.2,ESFJ,Agreeableness_vs_Antagonism,4,0.5065274546576172,0.6027959654258167,0.3333333333333333,0.8402966902736397
DeepSeek-V3.2,ESFJ,Conscientiousness_vs_Disinhibition,4,0.9393633249380517,0.9393633249380517,1.0,1.0
DeepSeek-V3.2,ENFJ,Extraversion,4,1.2722994118152102,1.2722994118152102,1.0,1.0
DeepSeek-V3.2,ENFJ,Neuroticism,3,0.28394529144389846,1.2086985481942394,0.3333333333333333,0.23491820344130016
DeepSeek-V3.2,ENFJ,Agreeableness_vs_Antagonism,4,0.7369086666387101,0.7369086666387101,1.0,1.0
DeepSeek-V3.2,ENFJ,Conscientiousness_vs_Disinhibition,4,0.1624888518576753,0.5864765837786339,0.3333333333333333,0.27705940245861016
DeepSeek-V3.2,ENTJ,Extraversion,4,1.1095240909607307,1.1095240909607307,1.0,1.0
DeepSeek-V3.2,ENTJ,Neuroticism,3,-1.9059926519995127,1.9059926519995127,1.0,1.0
DeepSeek-V3.2,ENTJ,Agreeableness_vs_Antagonism,4,-1.2332071819771042,1.2332071819771042,1.0,1.0
DeepSeek-V3.2,ENTJ,Conscientiousness_vs_Disinhibition,4,0.12699151217039098,0.5068956508122603,0.3333333333333333,0.2505279182547672
DeepSeek-V4-Flash,ISTJ,Extraversion,4,-0.6844417235672409,0.9197133382640708,0.5,0.7441902765693303
DeepSeek-V4-Flash,ISTJ,Neuroticism,3,-1.407410441180205,1.407410441180205,1.0,1.0
DeepSeek-V4-Flash,ISTJ,Agreeableness_vs_Antagonism,4,-0.0027650948170779774,0.3661225357339843,0.5,0.007552375358524851
DeepSeek-V4-Flash,ISTJ,Conscientiousness_vs_Disinhibition,4,1.0150751969263343,1.0150751969263343,1.0,1.0
DeepSeek-V4-Flash,ISFJ,Extraversion,4,-0.3115799951609311,0.6158523176948791,0.3333333333333333,0.5059329748521005
DeepSeek-V4-Flash,ISFJ,Neuroticism,3,-0.07410983265870845,0.5489957017267265,0.3333333333333333,0.13499164460780805
DeepSeek-V4-Flash,ISFJ,Agreeableness_vs_Antagonism,4,0.4974300149307759,0.5770859397436678,0.5,0.8619686959480007
DeepSeek-V4-Flash,ISFJ,Conscientiousness_vs_Disinhibition,4,1.0075225161075854,1.0075225161075854,1.0,1.0
DeepSeek-V4-Flash,INFJ,Extraversion,4,-0.7338333671143296,0.7338333671143296,1.0,1.0
DeepSeek-V4-Flash,INFJ,Neuroticism,3,0.6912445282534311,0.7122318662342284,0.3333333333333333,0.9705329977837648
DeepSeek-V4-Flash,INFJ,Agreeableness_vs_Antagonism,4,0.5796566561348837,0.5796566561348837,1.0,1.0
DeepSeek-V4-Flash,INFJ,Conscientiousness_vs_Disinhibition,4,0.7757607115667824,0.7757607115667824,1.0,1.0
DeepSeek-V4-Flash,INTJ,Extraversion,4,-0.8785838833848183,0.8785838833848183,1.0,1.0
DeepSeek-V4-Flash,INTJ,Neuroticism,3,-1.6802689320218123,1.6802689320218123,1.0,1.0
DeepSeek-V4-Flash,INTJ,Agreeableness_vs_Antagonism,4,-1.1516123869935726,1.1516123869935726,1.0,1.0
DeepSeek-V4-Flash,INTJ,Conscientiousness_vs_Disinhibition,4,0.4016584949551141,0.8389819337424698,0.3333333333333333,0.4787451061829484
DeepSeek-V4-Flash,ISTP,Extraversion,4,-0.8093321152790007,0.8093321152790007,1.0,1.0
DeepSeek-V4-Flash,ISTP,Neuroticism,3,-1.4493222808005388,1.4493222808005388,1.0,1.0
DeepSeek-V4-Flash,ISTP,Agreeableness_vs_Antagonism,4,-0.9271706583891861,0.9271706583891861,1.0,1.0
DeepSeek-V4-Flash,ISTP,Conscientiousness_vs_Disinhibition,4,-0.48545462860186783,0.9529409579141743,0.3333333333333333,0.5094278135178967
DeepSeek-V4-Flash,ISFP,Extraversion,4,-0.733049891590666,0.733049891590666,1.0,1.0
DeepSeek-V4-Flash,ISFP,Neuroticism,3,0.2296136212601613,0.5845927551959346,0.3333333333333333,0.39277534526270863
DeepSeek-V4-Flash,ISFP,Agreeableness_vs_Antagonism,4,0.47466205002837025,0.47466205002837025,1.0,1.0
DeepSeek-V4-Flash,ISFP,Conscientiousness_vs_Disinhibition,4,-0.047210858038451986,0.5482975844681527,0.5,0.08610444287155924
DeepSeek-V4-Flash,INFP,Extraversion,4,-0.6669676000239952,0.6669676000239952,1.0,1.0
DeepSeek-V4-Flash,INFP,Neuroticism,3,0.861275646395372,0.861275646395372,1.0,1.0
DeepSeek-V4-Flash,INFP,Agreeableness_vs_Antagonism,4,0.8963660058578555,0.8963660058578555,1.0,1.0
DeepSeek-V4-Flash,INFP,Conscientiousness_vs_Disinhibition,4,-0.019231784259747378,0.46023941876321495,0.5,0.04178647781067573
DeepSeek-V4-Flash,INTP,Extraversion,4,-1.2377848137038858,1.2377848137038858,1.0,1.0
DeepSeek-V4-Flash,INTP,Neuroticism,3,-1.155329043523713,1.155329043523713,1.0,1.0
DeepSeek-V4-Flash,INTP,Agreeableness_vs_Antagonism,4,-0.3041009919546181,0.5714202469328351,0.5,0.5321844887137194
DeepSeek-V4-Flash,INTP,Conscientiousness_vs_Disinhibition,4,-0.05526869771743809,1.0465045782262228,0.3333333333333333,0.05281266691744053
DeepSeek-V4-Flash,ESTP,Extraversion,4,1.2021813277267812,1.2021813277267812,1.0,1.0
