model,scale,domain,pir,fwd_raw_mean,rev_raw_mean,fwd_scored_mean,rev_scored_mean,n_fwd,n_rev
GLM-4.6V,ZKPQ-50-CC,Aggression-Hostility,0.6190476190476191,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.6666666666666666,7,3
GLM-4.6V,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
GLM-4.6V,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
GPT-5.5,EPQR-A,Extraversion,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,3,3
GPT-5.5,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
GPT-5.5,IPIP-NEO-120,Agreeableness,0.4117647058823529,3.5714285714285716,1.588235294117647,3.5714285714285716,4.411764705882353,7,17
GPT-5.5,IPIP-NEO-120,Conscientiousness,0.4117647058823529,4.0,2.0,4.0,4.0,17,7
GPT-5.5,IPIP-NEO-120,Extraversion,0.873015873015873,2.75,2.6666666666666665,2.75,3.3333333333333335,21,3
GPT-5.5,IPIP-NEO-120,Neuroticism,0.7263157894736842,1.631578947368421,3.8,1.631578947368421,2.2,19,5
GPT-5.5,IPIP-NEO-120,Openness,0.9037037037037037,3.1333333333333333,2.888888888888889,3.1333333333333333,3.111111111111111,15,9
GPT-5.5,SD3,Narcissism,1.0,2.5,1.6666666666666667,2.5,4.333333333333333,6,3
GPT-5.5,SD3,Psychopathy,0.14285714285714285,1.4285714285714286,5.0,1.4285714285714286,1.0,7,2
GPT-5.5,ZKPQ-50-CC,Activity,0.5,0.125,0.5,0.125,0.5,8,2
GPT-5.5,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,7,3
GPT-5.5,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
GPT-5.5,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
GPT_5.2,EPQR-A,Extraversion,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,3,3
GPT_5.2,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
GPT_5.2,IPIP-NEO-120,Agreeableness,0.6302521008403361,3.6666666666666665,2.0588235294117645,3.6666666666666665,3.9411764705882355,7,17
GPT_5.2,IPIP-NEO-120,Conscientiousness,0.6722689075630253,3.4375,2.0,3.4375,4.0,17,7
GPT_5.2,IPIP-NEO-120,Extraversion,0.873015873015873,3.2,2.6666666666666665,3.2,3.3333333333333335,21,3
GPT_5.2,IPIP-NEO-120,Neuroticism,1.0,3.0,3.0,3.0,3.0,19,5
GPT_5.2,IPIP-NEO-120,Openness,0.8888888888888888,3.357142857142857,2.888888888888889,3.357142857142857,3.111111111111111,15,9
GPT_5.2,SD3,Narcissism,1.0,3.0,3.0,3.0,3.0,6,3
GPT_5.2,SD3,Psychopathy,1.0,2.4285714285714284,3.0,2.4285714285714284,3.0,7,2
GPT_5.2,ZKPQ-50-CC,Activity,1.0,0.0,0.0,0.0,1.0,8,2
GPT_5.2,ZKPQ-50-CC,Aggression-Hostility,1.0,0.0,0.0,0.0,1.0,7,3
GPT_5.2,ZKPQ-50-CC,Neuroticism-Anxiety,1.0,0.0,0.0,0.0,1.0,9,1
GPT_5.2,ZKPQ-50-CC,Sociability,1.0,0.0,0.0,0.0,1.0,4,6
Gemini-3-Flash-Preview,EPQR-A,Extraversion,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,3,3
Gemini-3-Flash-Preview,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Gemini-3-Flash-Preview,IPIP-NEO-120,Agreeableness,0.46218487394957986,4.0,2.235294117647059,3.7142857142857144,3.764705882352941,7,17
Gemini-3-Flash-Preview,IPIP-NEO-120,Conscientiousness,0.48739495798319327,3.8125,1.2857142857142858,3.764705882352941,4.714285714285714,17,7
Gemini-3-Flash-Preview,IPIP-NEO-120,Extraversion,0.9523809523809523,2.85,3.0,2.857142857142857,3.0,21,3
Gemini-3-Flash-Preview,IPIP-NEO-120,Neuroticism,0.7473684210526316,1.8421052631578947,3.8,1.8421052631578947,2.2,19,5
Gemini-3-Flash-Preview,IPIP-NEO-120,Openness,0.7777777777777778,3.0714285714285716,3.0,3.066666666666667,3.0,15,9
Gemini-3-Flash-Preview,SD3,Narcissism,1.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,3.6666666666666665,6,3
Gemini-3-Flash-Preview,SD3,Psychopathy,0.14285714285714285,1.3333333333333333,5.0,1.5714285714285714,1.0,7,2
Gemini-3-Flash-Preview,ZKPQ-50-CC,Activity,0.5,0.0,0.5,0.0,0.5,8,2
Gemini-3-Flash-Preview,ZKPQ-50-CC,Aggression-Hostility,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,7,3
Gemini-3-Flash-Preview,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Gemini-3-Flash-Preview,ZKPQ-50-CC,Sociability,0.5,0.0,0.5,0.0,0.5,4,6
Gemini-3.1-Flash-Lite,EPQR-A,Extraversion,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,3,3
Gemini-3.1-Flash-Lite,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Agreeableness,0.680672268907563,4.0,2.176470588235294,3.857142857142857,3.823529411764706,7,17
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Conscientiousness,0.865546218487395,3.823529411764706,2.4285714285714284,3.823529411764706,3.5714285714285716,17,7
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Extraversion,1.0,3.142857142857143,3.0,3.142857142857143,3.0,21,3
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Neuroticism,0.5052631578947369,3.0,3.0,3.0,3.0,19,5
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Openness,0.6074074074074074,4.142857142857143,2.4285714285714284,4.066666666666666,3.4444444444444446,15,9
Gemini-3.1-Flash-Lite,SD3,Narcissism,1.0,3.0,3.0,3.0,3.0,6,3
Gemini-3.1-Flash-Lite,SD3,Psychopathy,0.5714285714285714,3.0,3.0,3.0,3.0,7,2
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Activity,0.5,0.125,0.5,0.125,0.5,8,2
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Aggression-Hostility,0.38095238095238093,0.14285714285714285,0.6666666666666666,0.14285714285714285,0.3333333333333333,7,3
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Sociability,0.8333333333333334,0.0,0.16666666666666666,0.0,0.8333333333333334,4,6
Gemini-3.1-Pro-Preview,EPQR-A,Extraversion,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,3
Gemini-3.1-Pro-Preview,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Agreeableness,0.24369747899159663,4.428571428571429,1.2941176470588236,4.428571428571429,4.705882352941177,7,17
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Conscientiousness,0.058823529411764705,4.75,1.0,4.75,5.0,17,7
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Extraversion,0.9047619047619048,2.6,2.6666666666666665,2.6,3.3333333333333335,21,3
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Neuroticism,0.05263157894736842,1.105263157894737,5.0,1.105263157894737,1.0,19,5
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Openness,0.762962962962963,3.3333333333333335,2.3333333333333335,3.3333333333333335,3.6666666666666665,15,9
Gemini-3.1-Pro-Preview,SD3,Narcissism,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,4.333333333333333,6,3
Gemini-3.1-Pro-Preview,SD3,Psychopathy,0.0,1.0,5.0,1.0,1.0,7,2
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Activity,0.5,0.25,0.5,0.25,0.5,8,2
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Aggression-Hostility,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,7,3
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
Gemini_3-Pro-Preview,EPQR-A,Extraversion,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,3,3
Gemini_3-Pro-Preview,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Gemini_3-Pro-Preview,IPIP-NEO-120,Agreeableness,0.24369747899159663,4.285714285714286,1.2352941176470589,4.285714285714286,4.764705882352941,7,17
Gemini_3-Pro-Preview,IPIP-NEO-120,Conscientiousness,0.058823529411764705,4.882352941176471,1.0,4.882352941176471,5.0,17,7
Gemini_3-Pro-Preview,IPIP-NEO-120,Extraversion,0.9523809523809523,2.5238095238095237,2.6666666666666665,2.5238095238095237,3.3333333333333335,21,3
Gemini_3-Pro-Preview,IPIP-NEO-120,Neuroticism,0.0,1.0,5.0,1.0,1.0,19,5
Gemini_3-Pro-Preview,IPIP-NEO-120,Openness,0.7185185185185186,3.533333333333333,2.111111111111111,3.533333333333333,3.888888888888889,15,9
Gemini_3-Pro-Preview,SD3,Narcissism,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,4.333333333333333,6,3
Gemini_3-Pro-Preview,SD3,Psychopathy,0.0,1.0,5.0,1.0,1.0,7,2
Gemini_3-Pro-Preview,ZKPQ-50-CC,Activity,0.125,0.125,1.0,0.125,0.0,8,2
Gemini_3-Pro-Preview,ZKPQ-50-CC,Aggression-Hostility,0.0,0.0,1.0,0.0,0.0,7,3
Gemini_3-Pro-Preview,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Gemini_3-Pro-Preview,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
Kimi-K2.5,EPQR-A,Extraversion,1.0,0.0,0.0,0.0,1.0,3,3
Kimi-K2.5,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Kimi-K2.5,IPIP-NEO-120,Agreeableness,0.453781512605042,3.4285714285714284,1.5294117647058822,3.4285714285714284,4.470588235294118,7,17
Kimi-K2.5,IPIP-NEO-120,Conscientiousness,0.29411764705882354,3.764705882352941,1.1428571428571428,3.764705882352941,4.857142857142857,17,7
Kimi-K2.5,IPIP-NEO-120,Extraversion,1.0,2.4285714285714284,3.0,2.4285714285714284,3.0,21,3
Kimi-K2.5,IPIP-NEO-120,Neuroticism,0.4631578947368421,1.2105263157894737,4.2,1.2105263157894737,1.8,19,5
Kimi-K2.5,IPIP-NEO-120,Openness,0.8592592592592593,2.933333333333333,2.4444444444444446,2.933333333333333,3.5555555555555554,15,9
Kimi-K2.5,SD3,Narcissism,0.8888888888888888,2.1666666666666665,1.6666666666666667,2.1666666666666665,4.333333333333333,6,3
Kimi-K2.5,SD3,Psychopathy,0.14285714285714285,1.2857142857142858,4.5,1.2857142857142858,1.5,7,2
Kimi-K2.5,ZKPQ-50-CC,Activity,0.5,0.0,0.5,0.0,0.5,8,2
Kimi-K2.5,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,7,3
Kimi-K2.5,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Kimi-K2.5,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
Kimi-K2.6,EPQR-A,Extraversion,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,3,3
Kimi-K2.6,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Kimi-K2.6,IPIP-NEO-120,Agreeableness,0.773109243697479,3.2857142857142856,1.588235294117647,3.2857142857142856,4.411764705882353,7,17
Kimi-K2.6,IPIP-NEO-120,Conscientiousness,0.5294117647058824,3.4705882352941178,1.0,3.4705882352941178,5.0,17,7
Kimi-K2.6,IPIP-NEO-120,Extraversion,0.9841269841269841,2.1904761904761907,2.6666666666666665,2.1904761904761907,3.3333333333333335,21,3
Kimi-K2.6,IPIP-NEO-120,Neuroticism,0.6,1.0526315789473684,3.8,1.0526315789473684,2.2,19,5
Kimi-K2.6,IPIP-NEO-120,Openness,0.837037037037037,2.933333333333333,2.5555555555555554,2.933333333333333,3.4444444444444446,15,9
Kimi-K2.6,SD3,Narcissism,1.0,1.1666666666666667,1.6666666666666667,1.1666666666666667,4.333333333333333,6,3
Kimi-K2.6,SD3,Psychopathy,0.14285714285714285,1.5714285714285714,4.5,1.5714285714285714,1.5,7,2
Kimi-K2.6,ZKPQ-50-CC,Activity,0.5,0.0,0.5,0.0,0.5,8,2
Kimi-K2.6,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,7,3
Kimi-K2.6,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Kimi-K2.6,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
MiniMax-M2.7,EPQR-A,Extraversion,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,3,3
MiniMax-M2.7,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
MiniMax-M2.7,IPIP-NEO-120,Agreeableness,0.3277310924369748,4.142857142857143,1.9411764705882353,4.142857142857143,4.0588235294117645,7,17
MiniMax-M2.7,IPIP-NEO-120,Conscientiousness,0.058823529411764705,4.470588235294118,1.2857142857142858,4.470588235294118,4.714285714285714,17,7
MiniMax-M2.7,IPIP-NEO-120,Extraversion,0.9682539682539683,3.238095238095238,3.6666666666666665,3.238095238095238,2.3333333333333335,21,3
MiniMax-M2.7,IPIP-NEO-120,Neuroticism,0.5894736842105263,1.7894736842105263,4.2,1.7894736842105263,1.8,19,5
MiniMax-M2.7,IPIP-NEO-120,Openness,0.8888888888888888,3.0,2.7777777777777777,3.0,3.2222222222222223,15,9
MiniMax-M2.7,SD3,Narcissism,0.9444444444444444,2.6666666666666665,2.3333333333333335,2.6666666666666665,3.6666666666666665,6,3
MiniMax-M2.7,SD3,Psychopathy,0.2857142857142857,2.142857142857143,4.5,2.142857142857143,1.5,7,2
MiniMax-M2.7,ZKPQ-50-CC,Activity,0.5,0.125,0.5,0.125,0.5,8,2
MiniMax-M2.7,ZKPQ-50-CC,Aggression-Hostility,0.6190476190476191,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.6666666666666666,7,3
MiniMax-M2.7,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
MiniMax-M2.7,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
Qwen3-235B-A22B,EPQR-A,Extraversion,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,3,3
Qwen3-235B-A22B,EPQR-A,Lie,0.0,0.0,1.0,0.0,0.0,4,2
Qwen3-235B-A22B,IPIP-NEO-120,Agreeableness,0.29411764705882354,4.333333333333333,1.625,4.333333333333333,4.375,7,17
Qwen3-235B-A22B,IPIP-NEO-120,Conscientiousness,0.3697478991596639,4.4375,2.0,4.4375,4.0,17,7
Qwen3-235B-A22B,IPIP-NEO-120,Extraversion,0.7619047619047619,3.5238095238095237,2.6666666666666665,3.5238095238095237,3.3333333333333335,21,3
Qwen3-235B-A22B,IPIP-NEO-120,Neuroticism,0.8315789473684211,2.7777777777777777,3.4,2.7777777777777777,2.6,19,5
Qwen3-235B-A22B,IPIP-NEO-120,Openness,0.3851851851851852,4.571428571428571,2.125,4.571428571428571,3.875,15,9
Qwen3-235B-A22B,SD3,Narcissism,0.9444444444444444,3.1666666666666665,2.6666666666666665,3.1666666666666665,3.3333333333333335,6,3
Qwen3-235B-A22B,SD3,Psychopathy,0.5714285714285714,2.3333333333333335,5.0,2.3333333333333335,1.0,7,2
Qwen3-235B-A22B,ZKPQ-50-CC,Activity,0.625,0.625,1.0,0.625,0.0,8,2
Qwen3-235B-A22B,ZKPQ-50-CC,Aggression-Hostility,0.42857142857142855,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.6666666666666666,7,3
Qwen3-235B-A22B,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.0,9,1
Qwen3-235B-A22B,ZKPQ-50-CC,Sociability,0.75,0.75,1.0,0.75,0.0,4,6
Qwen3.5-122B-A10B,EPQR-A,Extraversion,1.0,0.0,0.0,0.0,1.0,3,3
Qwen3.5-122B-A10B,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Qwen3.5-122B-A10B,IPIP-NEO-120,Agreeableness,0.29411764705882354,4.428571428571429,1.411764705882353,4.428571428571429,4.588235294117647,7,17
Qwen3.5-122B-A10B,IPIP-NEO-120,Conscientiousness,0.17647058823529413,4.294117647058823,1.0,4.294117647058823,5.0,17,7
Qwen3.5-122B-A10B,IPIP-NEO-120,Extraversion,0.9206349206349206,2.380952380952381,2.6666666666666665,2.380952380952381,3.3333333333333335,21,3
Qwen3.5-122B-A10B,IPIP-NEO-120,Neuroticism,0.6210526315789474,1.105263157894737,3.0,1.105263157894737,3.0,19,5
